rideable_type,start_station_id,number_rides,month,avg_ridetime,member_casual
classic_bike,TA1308000050,1698,10,11.51648998822141,member
classic_bike,TA1307000120,1697,9,11.601649970536254,member
classic_bike,13179,1694,9,12.736127508854787,member
classic_bike,TA1305000032,1692,9,10.856382978723401,member
classic_bike,TA1307000134,1686,9,11.492882562277581,member
classic_bike,13193,1684,8,11.743467933491672,member
classic_bike,TA1306000016,1680,9,9.9738095238095177,member
classic_bike,TA1306000013,1678,7,28.426698450536382,casual
classic_bike,13045,1677,9,10.78413834227787,member
classic_bike,13016,1667,6,15.326934613077398,member
classic_bike,KA1503000014,1666,9,8.310324129651864,member
classic_bike,13137,1666,8,22.102040816326529,casual
classic_bike,TA1307000120,1666,8,12.106242496998819,member
classic_bike,13193,1662,8,17.231648616125142,casual
classic_bike,TA1306000012,1657,7,9.996982498491235,member
classic_bike,13193,1637,9,11.918753817959681,member
classic_bike,TA1307000134,1634,8,11.978580171358621,member
classic_bike,13042,1632,9,19.145833333333357,member
classic_bike,TA1308000050,1631,5,12.637645616186408,member
classic_bike,TA1307000134,1626,7,19.504305043050437,casual
classic_bike,TA1307000117,1626,8,25.584870848708476,casual
classic_bike,TA1307000120,1623,7,12.383240911891557,member
classic_bike,15544,1619,9,32.345892526250736,casual
classic_bike,TA1307000039,1611,6,18.5450031036623,casual
classic_bike,13146,1610,6,23.542857142857141,casual
classic_bike,TA1308000049,1610,7,17.2826086956522,casual
classic_bike,13045,1609,7,22.333747669359827,casual
classic_bike,TA1307000134,1609,8,18.665009322560589,casual
docked_bike,13300,1607,5,48.187305538270067,casual
classic_bike,KA1504000135,1607,6,17.312383322962052,casual
classic_bike,TA1309000058,1603,8,12.07423580786026,member
classic_bike,TA1305000014,1601,8,12.424109931292946,member
classic_bike,13193,1587,6,12.180214240705732,member
classic_bike,15544,1586,6,31.155737704918039,casual
classic_bike,TA1307000039,1583,9,20.59254579911557,casual
classic_bike,TA1307000117,1583,6,31.511054958938768,casual
classic_bike,TA1305000032,1570,6,11.868789808917196,member
classic_bike,TA1306000003,1570,6,9.3503184713375713,member
classic_bike,13325,1569,8,11.812619502868086,member
classic_bike,TA1309000049,1567,8,18.12252712188894,member
classic_bike,TA1305000032,1565,8,10.654313099041547,member
classic_bike,TA1307000117,1564,6,14.288363171355485,member
classic_bike,SL-005,1564,8,32.105498721227619,casual
classic_bike,TA1307000117,1564,8,13.492966751918154,member
classic_bike,TA1309000058,1563,9,11.310940499040301,member
classic_bike,13146,1558,9,21.540436456996133,casual
classic_bike,TA1306000026,1554,9,10.639639639639645,member
classic_bike,TA1307000142,1551,8,12.326241134751786,member
classic_bike,TA1306000013,1550,8,29.341290322580626,casual
classic_bike,TA1309000039,1549,8,16.664299548095553,member
classic_bike,KA1504000135,1548,10,9.8636950904392844,member
classic_bike,TA1305000032,1546,7,11.481888745148751,member
classic_bike,TA1305000014,1544,9,13.020725388601029,member
classic_bike,TA1306000003,1541,8,10.240752757949377,member
classic_bike,TA1307000117,1531,9,11.834095362508176,member
classic_bike,13022,1528,5,21.033376963350776,member
classic_bike,TA1307000041,1526,7,17.472477064220161,member
classic_bike,TA1308000001,1525,5,20.537049180327863,member
classic_bike,TA1307000120,1522,6,11.689881734559782,member
classic_bike,TA1309000039,1521,8,27.15976331360946,casual
classic_bike,13430,1520,7,23.098684210526343,casual
classic_bike,TA1309000019,1518,7,24.295125164690369,casual
classic_bike,TA1309000019,1517,8,14.663810151615037,member
classic_bike,TA1305000014,1512,7,13.53637566137567,member
classic_bike,KA1503000043,1507,5,9.9110816191108082,member
classic_bike,TA1309000049,1502,8,28.069241011984033,casual
classic_bike,TA1307000150,1499,8,15.003335557038026,member
classic_bike,TA1307000142,1496,9,11.455213903743326,member
classic_bike,TA1309000039,1493,7,27.50904219691898,casual
classic_bike,TA1307000142,1493,7,12.500334896182176,member
classic_bike,TA1307000151,1492,7,11.526809651474535,member
classic_bike,13008,1490,10,36.085906040268412,casual
classic_bike,TA1305000032,1487,10,11.305312710154679,member
classic_bike,13332,1482,10,10.765182186234821,member
classic_bike,13045,1479,10,10.450304259634891,member
classic_bike,15541,1479,6,40.077755240027109,casual
classic_bike,632,1479,8,20.745774171737686,casual
classic_bike,13001,1479,7,35.681541582150075,casual
classic_bike,632,1476,7,18.952574525745217,casual
classic_bike,13061,1474,9,12.164179104477626,member
classic_bike,TA1306000003,1471,7,9.3215499660095169,member
classic_bike,TA1307000128,1460,6,12.556849315068478,member
classic_bike,TA1309000019,1459,7,14.556545579163817,member
classic_bike,TA1309000058,1459,8,16.749143248800554,casual
classic_bike,13300,1455,4,40.389003436426087,casual
classic_bike,TA1306000003,1455,9,9.043298969072179,member
docked_bike,13008,1453,6,58.598072952512048,casual
classic_bike,TA1307000120,1453,7,20.995870612525774,casual
classic_bike,TA1305000003,1452,7,27.060606060606052,casual
classic_bike,13325,1451,7,11.954514128187455,member
classic_bike,KA1504000135,1450,5,12.385517241379302,member
classic_bike,TA1305000011,1448,7,30.701657458563517,casual
classic_bike,TA1309000049,1445,7,27.774394463667768,casual
classic_bike,TA1307000151,1441,8,10.991672449687716,member
classic_bike,TA1308000049,1440,7,11.373611111111112,member
classic_bike,TA1305000014,1437,7,18.61169102296456,casual
classic_bike,TA1307000150,1437,7,14.942936673625615,member
classic_bike,13137,1435,7,20.64529616724742,casual
classic_bike,TA1308000049,1433,8,17.9344033496162,casual
electric_bike,13022,1432,5,33.543994413407773,casual
classic_bike,TA1309000019,1432,9,13.868016759776534,member
classic_bike,TA1307000142,1432,6,12.452513966480449,member
classic_bike,13061,1431,8,12.424877707896577,member
classic_bike,TA1306000012,1430,10,8.6734265734265819,member
classic_bike,TA1309000058,1429,7,12.053883834849547,member
classic_bike,KA1503000064,1428,7,33.030112044817947,casual
classic_bike,LF-005,1427,5,19.446391030133135,member
classic_bike,13300,1426,10,34.410238429172438,casual
classic_bike,WL-012,1421,8,10.919774806474308,member
classic_bike,TA1308000012,1421,8,29.454609429978891,casual
classic_bike,TA1308000049,1420,6,11.73591549295775,member
classic_bike,632,1417,9,18.939308398023979,casual
classic_bike,13016,1417,10,13.822159491884243,member
classic_bike,13300,1415,7,21.983038869257975,member
classic_bike,13332,1415,7,10.640989399293263,member
classic_bike,TA1307000151,1409,6,13.321504613200851,member
classic_bike,TA1308000049,1409,6,18.13697657913416,casual
classic_bike,TA1309000019,1409,6,14.137686302342088,member
classic_bike,TA1307000041,1409,8,27.296664300922586,casual
classic_bike,WL-012,1408,9,11.161221590909092,member
classic_bike,TA1306000029,1408,7,32.845170454545418,casual
classic_bike,TA1307000039,1407,4,12.272210376687955,member
classic_bike,TA1306000013,1405,6,30.462633451957281,casual
classic_bike,13193,1404,9,19.435897435897438,casual
classic_bike,13430,1403,8,20.971489665003553,casual
electric_bike,13022,1402,9,32.840228245363789,casual
classic_bike,TA1306000012,1400,7,15.267142857142863,casual
classic_bike,13045,1399,8,21.365260900643332,casual
classic_bike,TA1306000016,1396,10,8.21991404011462,member
classic_bike,13061,1394,7,12.79698708751795,member
classic_bike,TA1309000058,1394,6,12.134146341463406,member
classic_bike,TA1305000041,1393,7,21.753050969131344,casual
classic_bike,SL-005,1392,7,16.634339080459746,member
classic_bike,KA1504000076,1390,11,5.5978417266187082,member
classic_bike,13265,1390,8,10.324460431654677,member
classic_bike,13053,1389,7,21.023038156947457,casual
classic_bike,TA1309000019,1388,8,24.989193083573518,casual
classic_bike,13053,1387,8,19.750540735400143,casual
classic_bike,TA1305000003,1386,8,12.468975468975463,member
classic_bike,TA1307000117,1385,9,27.503249097472917,casual
classic_bike,SL-005,1382,6,36.6960926193922,casual
classic_bike,TA1307000128,1382,7,13.372648335745298,member
classic_bike,TA1305000003,1382,7,12.734442836468872,member
classic_bike,TA1307000041,1379,6,18.850616388687445,member
docked_bike,15544,1377,7,42.065359477124225,casual
classic_bike,TA1305000002,1377,8,12.395061728395067,member
classic_bike,TA1305000014,1376,8,18.210029069767451,casual
classic_bike,13332,1375,8,9.7941818181818139,member
classic_bike,13193,1372,6,18.357871720116634,casual
classic_bike,TA1309000058,1368,7,18.027777777777761,casual
classic_bike,TA1309000039,1367,7,17.677395757132395,member
classic_bike,TA1305000002,1364,7,12.873167155425227,member
classic_bike,TA1309000061,1363,8,11.109317681584731,member
classic_bike,TA1307000142,1361,7,18.075679647318125,casual
classic_bike,TA1306000012,1360,8,15.488970588235281,casual
classic_bike,13263,1358,6,13.874079528718703,member
classic_bike,TA1309000024,1356,8,13.059734513274341,member
classic_bike,15544,1354,5,30.845642540620382,casual
docked_bike,13042,1354,7,52.756277695716335,casual
classic_bike,TA1307000041,1352,7,26.74408284023669,casual
classic_bike,KA1504000076,1349,9,6.9384729429206873,member
classic_bike,TA1306000013,1345,9,28.672118959107816,casual
classic_bike,TA1309000039,1345,6,17.806691449814117,member
classic_bike,TA1305000002,1343,9,13.029039463886818,member
classic_bike,TA1307000128,1343,8,12.418466120625467,member
classic_bike,TA1305000014,1342,6,13.570044709388984,member
classic_bike,TA1308000049,1341,9,11.662192393736017,member
classic_bike,TA1307000134,1341,9,19.618941088739746,casual
classic_bike,WL-012,1339,7,10.902912621359224,member
classic_bike,TA1308000049,1339,8,11.981329350261394,member
classic_bike,TA1307000151,1335,9,10.359550561797754,member
classic_bike,13137,1335,9,20.548314606741592,casual
classic_bike,TA1308000012,1334,7,32.987256371814084,casual
classic_bike,TA1307000041,1333,9,17.564141035258807,member
classic_bike,13265,1329,7,9.9337848006019573,member
classic_bike,13053,1328,8,13.25828313253013,member
docked_bike,13300,1328,8,45.89984939759033,casual
classic_bike,13137,1327,10,11.397889977392603,member
classic_bike,13325,1326,9,11.834087481146303,member
classic_bike,TA1308000001,1323,5,34.356764928193456,casual
classic_bike,TA1306000026,1323,10,10.001511715797429,member
classic_bike,TA1305000002,1320,6,13.196212121212119,member
docked_bike,13008,1318,8,50.820182094081986,casual
classic_bike,TA1309000024,1317,7,13.306757782839794,member
classic_bike,TA1307000134,1317,10,11.120728929384954,member
classic_bike,TA1307000120,1316,10,11.112462006079012,member
classic_bike,TA1307000134,1315,6,12.396197718631184,member
classic_bike,TA1309000024,1313,6,14.101294744859109,member
classic_bike,TA1308000012,1313,8,21.337395277989337,member
classic_bike,TA1307000117,1311,10,11.619374523264669,member
classic_bike,TA1307000128,1310,9,12.31603053435115,member
classic_bike,KA1503000043,1308,11,9.0588685015290586,member
classic_bike,13430,1306,7,12.834609494640125,member
classic_bike,13137,1305,5,13.348659003831397,member
classic_bike,TA1305000003,1304,9,12.777607361963179,member
classic_bike,TA1309000024,1303,9,12.654643131235629,member
classic_bike,TA1306000016,1303,8,9.2808902532617061,member
classic_bike,13300,1302,6,21.91858678955451,member
classic_bike,13059,1302,7,11.801843317972354,member
classic_bike,KA1504000152,1301,8,24.412759415833968,member
classic_bike,TA1306000029,1301,8,31.720215219062286,casual
classic_bike,13022,1300,4,37.8038461538462,casual
classic_bike,TA1307000130,1297,9,7.9707016191210549,member
classic_bike,TA1305000011,1294,6,33.318392581143769,casual
classic_bike,TA1307000150,1293,9,13.57927300850735,member
classic_bike,TA1307000120,1293,8,17.628770301624147,casual
classic_bike,331,1289,8,11.888285492629944,member
classic_bike,13300,1287,8,22.513597513597507,member
classic_bike,TA1307000136,1286,8,12.173405909797806,member
classic_bike,13278,1285,8,14.064591439688714,member
classic_bike,TA1306000010,1285,8,12.340077821011683,member
classic_bike,TA1306000003,1284,10,7.9213395638629356,member
classic_bike,13061,1282,6,12.869734789391567,member
classic_bike,13332,1281,6,11.010928961748627,member
classic_bike,TA1309000025,1281,8,12.448087431693994,member
classic_bike,13325,1279,6,12.926505082095391,member
classic_bike,TA1309000049,1278,6,19.423317683881066,member
classic_bike,13216,1276,10,9.6771159874608035,member
docked_bike,13008,1274,5,58.962323390894746,casual
classic_bike,13278,1274,9,13.441130298273164,member
classic_bike,623,1271,6,36.054287962234419,casual
classic_bike,13430,1269,8,12.356185973207246,member
classic_bike,TA1305000022,1268,7,10.147476340693997,member
classic_bike,WL-012,1267,10,10.38674033149171,member
classic_bike,13265,1266,9,9.0718799368088447,member
classic_bike,331,1264,9,12.646360759493669,member
classic_bike,TA1306000014,1263,9,10.241488519398258,member
classic_bike,SL-005,1261,6,16.446471054718479,member
classic_bike,13045,1260,5,12.638095238095239,member
classic_bike,TA1309000019,1259,9,23.996822875297852,casual
classic_bike,TA1309000025,1259,9,11.719618745035746,member
classic_bike,13265,1259,6,10.193804606830831,member
classic_bike,KA1504000133,1259,8,13.736298649722007,member
classic_bike,13071,1257,8,11.926014319809061,member
classic_bike,TA1309000049,1257,7,18.659506762132075,member
classic_bike,TA1305000022,1257,6,11.089896579156726,member
classic_bike,TA1305000003,1257,8,27.730310262529819,casual
classic_bike,TA1308000049,1256,9,17.0501592356688,casual
classic_bike,TA1307000136,1256,7,11.960191082802558,member
classic_bike,13179,1254,5,14.138755980861228,member
classic_bike,623,1253,8,35.617717478052711,casual
classic_bike,TA1309000025,1251,8,19.4124700239808,casual
classic_bike,TA1306000014,1250,8,10.688800000000002,member
classic_bike,13430,1249,9,12.160128102481979,member
classic_bike,13061,1249,7,19.736589271417113,casual
classic_bike,623,1249,7,35.450760608486753,casual
classic_bike,TA1309000049,1248,9,18.24599358974362,member
classic_bike,TA1307000064,1246,9,10.022471910112342,member
classic_bike,TA1308000050,1245,4,11.878714859437764,member
classic_bike,TA1309000025,1244,7,13.427652733118986,member
classic_bike,13278,1243,7,14.279967819790832,member
classic_bike,TA1306000010,1243,7,13.102976669348372,member
classic_bike,TA1307000150,1242,6,16.471819645732705,member
classic_bike,15545,1241,6,24.575342465753451,member
docked_bike,13022,1239,10,45.907183212267995,casual
classic_bike,13059,1239,8,12.169491525423721,member
classic_bike,TA1307000142,1239,8,19.639225181598064,casual
classic_bike,TA1307000136,1238,9,12.832794830371576,member
classic_bike,SL-005,1236,9,31.021844660194215,casual
classic_bike,13278,1236,6,13.657766990291249,member
electric_bike,LF-005,1235,7,22.634008097166017,casual
classic_bike,13059,1234,9,12.081037277147495,member
classic_bike,TA1307000128,1233,8,18.385239253852404,casual
classic_bike,13146,1228,5,14.237785016286633,member
classic_bike,TA1309000025,1227,7,20.053789731051406,casual
classic_bike,TA1306000012,1225,5,10.292244897959181,member
classic_bike,TA1307000052,1224,7,12.400326797385622,member
classic_bike,TA1305000041,1223,8,20.971381847914955,casual
classic_bike,13146,1221,10,12.401310401310393,member
classic_bike,TA1309000024,1221,8,21.273546273546259,casual
classic_bike,TA1309000039,1219,6,26.5693191140279,casual
classic_bike,13053,1215,7,12.493827160493845,member
classic_bike,TA1309000061,1214,7,11.739703459637559,member
classic_bike,13001,1212,6,34.689768976897653,casual
classic_bike,TA1307000052,1212,8,11.619636963696379,member
classic_bike,SL-005,1208,9,15.091059602648995,member
classic_bike,KA1503000043,1208,7,14.688741721854317,casual
classic_bike,WL-012,1207,6,10.758077879038936,member
classic_bike,13061,1207,8,17.471416735708395,casual
classic_bike,TA1309000049,1206,9,27.440298507462707,casual
classic_bike,TA1305000014,1203,9,18.434746467165407,casual
classic_bike,TA1309000024,1203,7,20.133832086450521,casual
classic_bike,KA1503000071,1202,9,8.0099833610648918,member
classic_bike,13277,1202,8,13.798668885191338,member
classic_bike,KA1503000041,1201,6,15.639467110741061,member
classic_bike,TA1307000052,1200,9,11.893333333333349,member
classic_bike,TA1306000010,1199,6,12.748957464553785,member
classic_bike,TA1307000134,1199,6,22.653878231859888,casual
classic_bike,TA1305000022,1197,8,10.87385129490394,member
classic_bike,13001,1196,7,14.084448160535123,member
classic_bike,13011,1195,9,12.507949790794969,member
classic_bike,13021,1195,8,10.390794979079494,member
classic_bike,TA1305000041,1195,7,13.913807531380762,member
classic_bike,TA1309000019,1195,6,22.681171548117149,casual
classic_bike,13045,1193,6,25.683989941324384,casual
classic_bike,KA1504000135,1191,4,11.279596977329984,member
classic_bike,13016,1191,7,29.529806884970629,casual
docked_bike,13042,1190,6,53.465546218487347,casual
classic_bike,TA1306000029,1190,6,35.270588235294113,casual
classic_bike,13235,1190,8,11.492436974789912,member
classic_bike,13071,1189,9,12.25399495374263,member
classic_bike,TA1306000012,1188,6,19.16919191919192,casual
classic_bike,TA1309000039,1187,9,16.480202190395939,member
classic_bike,331,1187,7,12.102780117944391,member
classic_bike,SL-005,1187,8,16.54085930918281,member
classic_bike,13053,1186,9,12.616357504215861,member
classic_bike,13179,1186,10,11.642495784148405,member
classic_bike,TA1305000003,1185,6,13.351054852320678,member
classic_bike,TA1307000136,1185,6,12.70548523206752,member
classic_bike,TA1307000052,1185,8,17.247257383966208,casual
classic_bike,13430,1180,9,22.503389830508482,casual
classic_bike,KA1503000043,1179,4,10.748091603053425,member
classic_bike,TA1306000009,1179,7,9.37998303647159,member
classic_bike,13059,1175,6,12.071489361702133,member
classic_bike,TA1305000041,1174,9,19.873935264054534,casual
classic_bike,13276,1174,8,15.562180579216367,member
classic_bike,KA1503000064,1172,6,32.644197952218512,casual
classic_bike,TA1309000049,1170,6,28.916239316239295,casual
docked_bike,LF-005,1168,7,41.89041095890407,casual
classic_bike,13278,1168,8,24.434931506849328,casual
classic_bike,TA1305000011,1167,8,31.153384747215092,casual
classic_bike,TA1305000041,1166,9,12.108919382504284,member
classic_bike,TA1307000151,1166,10,10.05060034305318,member
classic_bike,13276,1165,7,15.046351931330484,member
classic_bike,TA1307000142,1165,10,11.697854077253208,member
classic_bike,TA1308000050,1164,5,19.123711340206196,casual
classic_bike,13033,1164,8,11.130584192439864,member
classic_bike,KA1503000041,1163,7,15.398968185726568,member
classic_bike,13011,1162,8,12.291738382099817,member
classic_bike,TA1307000128,1162,7,20.92340791738383,casual
classic_bike,TA1307000142,1161,9,18.287683031869054,casual
classic_bike,TA1306000015,1159,9,12.522001725625531,member
classic_bike,TA1309000061,1159,7,16.821397756686761,casual
classic_bike,TA1307000121,1154,9,9.1958405545927153,member
classic_bike,TA1307000117,1154,5,37.68804159445407,casual
classic_bike,TA1309000025,1154,6,13.433275563258229,member
classic_bike,TA1306000015,1154,8,12.808492201039858,member
classic_bike,TA1307000039,1153,11,10.867302688638338,member
classic_bike,15541,1153,7,35.840416305290574,casual
classic_bike,13021,1151,7,9.658557775847104,member
classic_bike,TA1306000013,1151,8,15.090356211989567,member
classic_bike,13071,1149,8,18.645778938207133,casual
classic_bike,13338,1149,8,14.276762402088794,member
classic_bike,13059,1147,8,18.725370531822104,casual
classic_bike,TA1308000012,1147,6,21.953792502179589,member
classic_bike,KA1503000043,1147,8,16.440278988666076,casual
classic_bike,13216,1143,9,8.48556430446193,member
classic_bike,13071,1143,7,12.082239720035002,member
classic_bike,13016,1142,5,15.295971978984236,member
classic_bike,13235,1142,9,10.825744308231176,member
classic_bike,13193,1141,5,12.886941279579323,member
classic_bike,13042,1140,5,21.032456140350842,member
classic_bike,TA1306000012,1139,9,15.285338015803351,casual
classic_bike,LP-,1139,8,28.125548726953458,casual
classic_bike,TA1306000015,1139,7,19.167690956979811,casual
classic_bike,TA1307000120,1138,9,20.412126537785593,casual
classic_bike,13050,1138,7,27.01757469244286,casual
classic_bike,TA1306000014,1137,7,11.008795074758124,member
classic_bike,KA1503000041,1136,9,13.093309859154937,member
classic_bike,TA1305000014,1136,10,12.210387323943666,member
classic_bike,TA1309000033,1135,9,10.623788546255502,member
classic_bike,13430,1134,6,12.072310405643737,member
classic_bike,13011,1134,7,12.35802469135802,member
classic_bike,13071,1134,7,18.171075837742531,casual
classic_bike,TA1305000041,1133,8,13.054721977052083,member
classic_bike,13158,1132,9,11.574204946996471,member
classic_bike,632,1131,8,13.395225464190966,member
classic_bike,TA1305000003,1131,6,31.856763925729503,casual
classic_bike,13192,1131,8,11.123784261715304,member
classic_bike,13061,1130,9,18.728318584070774,casual
classic_bike,KA1503000064,1129,8,32.846767050487145,casual
classic_bike,KA1504000133,1128,7,27.603723404255327,casual
classic_bike,TA1307000136,1128,8,18.955673758865249,casual
docked_bike,13300,1127,4,48.902395740905014,casual
classic_bike,TA1309000036,1127,7,12.911268855368244,member
classic_bike,13050,1126,9,13.130550621669627,member
classic_bike,TA1307000126,1126,7,21.976021314387204,casual
classic_bike,13016,1125,4,14.576888888888893,member
classic_bike,TA1307000041,1125,5,19.05511111111111,member
classic_bike,TA1307000117,1124,5,14.927935943060509,member
classic_bike,15530,1122,6,13.172014260249567,member
classic_bike,15530,1122,8,12.069518716577541,member
classic_bike,13050,1121,7,13.72702943800177,member
classic_bike,TA1309000025,1120,9,20.440178571428564,casual
classic_bike,13033,1120,7,11.724107142857145,member
classic_bike,TA1307000128,1119,5,13.152815013404828,member
classic_bike,KA1504000133,1119,7,13.974977658623752,member
classic_bike,KA1503000041,1117,8,15.097582811101164,member
classic_bike,TA1309000061,1116,8,15.640681003584238,casual
classic_bike,13137,1115,6,25.255605381165946,casual
classic_bike,13059,1115,7,17.806278026905836,casual
classic_bike,TA1306000013,1114,9,15.355475763016155,member
classic_bike,TA1306000016,1114,7,8.6929982046678624,member
classic_bike,TA1309000061,1113,9,11.076370170709797,member
classic_bike,13001,1112,9,12.386690647482006,member
classic_bike,13430,1112,6,25.378597122302168,casual
